trip_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_zone,dropoff_zone,fare_amount,tip_amount,total_amount,payment_type,driver_id
266,01-01-2022,01-01-2022,4,10.83,Queens,Brooklyn,31.89,5.25,37.14,Cash,158
267,01-01-2022,01-01-2022,1,3.05,Manhattan,Queens,9.84,1.84,11.68,Credit Card,123
268,01-01-2022,01-01-2022,1,3.91,Bronx,Bronx,11.08,1.6,12.68,Cash,162
269,01-01-2022,01-01-2022,3,7.67,Queens,Bronx,26.49,2.17,28.66,Credit Card,177
270,01-01-2022,01-01-2022,1,13.77,Manhattan,Queens,35.37,8.54,43.91,Credit Card,140
271,01-01-2022,01-01-2022,4,3.57,Brooklyn,Brooklyn,11.21,3.16,14.37,Cash,175
272,01-01-2022,01-01-2022,3,2.59,Staten Island,Queens,8.49,2.44,10.93,Credit Card,190
273,01-01-2022,01-01-2022,3,11.51,Manhattan,Queens,34.17,7.44,41.61,Credit Card,173
274,01-01-2022,01-01-2022,3,7.76,Manhattan,Bronx,25.26,3.85,29.11,Cash,101
275,01-01-2022,01-01-2022,2,13.72,Brooklyn,Queens,47.02,7.97,54.99,Cash,194
276,01-01-2022,01-01-2022,2,2.63,Bronx,Staten Island,8.53,1.83,10.36,Cash,127
277,01-01-2022,01-01-2022,1,9.87,Brooklyn,Staten Island,27.73,7.09,34.82,Cash,115
278,01-01-2022,01-01-2022,3,3.88,Manhattan,Bronx,11.88,1.71,13.59,Credit Card,158
279,01-01-2022,01-01-2022,4,2.77,Bronx,Brooklyn,9.45,2.64,12.09,Credit Card,100
280,01-01-2022,01-01-2022,2,10.41,Queens,Brooklyn,30.7,4.02,34.72,Cash,185
281,01-01-2022,01-01-2022,4,9.11,Manhattan,Bronx,28.99,5.3,34.29,Cash,100
282,01-01-2022,01-01-2022,4,11.44,Brooklyn,Brooklyn,33.93,9.85,43.78,Cash,130
283,01-01-2022,01-01-2022,2,4.99,Queens,Manhattan,13.08,3.72,16.8,Cash,121
284,01-01-2022,01-01-2022,2,7,Staten Island,Staten Island,17.91,4.01,21.92,Credit Card,197
285,01-01-2022,02-01-2022,2,6.38,Queens,Manhattan,22.03,2.89,24.92,Credit Card,175
286,01-01-2022,02-01-2022,2,14.77,Brooklyn,Manhattan,45.97,4.82,50.79,Credit Card,158
287,01-01-2022,02-01-2022,3,4.74,Queens,Manhattan,12.34,0.86,13.2,Credit Card,186
288,01-01-2022,02-01-2022,3,4.77,Brooklyn,Bronx,16.01,3.64,19.65,Credit Card,127
289,02-01-2022,02-01-2022,3,5.64,Manhattan,Manhattan,17.05,3,20.05,Cash,175
290,02-01-2022,02-01-2022,3,8.69,Bronx,Queens,28.43,5.49,33.92,Cash,126
291,02-01-2022,02-01-2022,1,4.16,Staten Island,Brooklyn,10.93,1.84,12.77,Credit Card,186
292,02-01-2022,02-01-2022,3,13.77,Bronx,Bronx,46.91,8.01,54.92,Credit Card,100
293,02-01-2022,02-01-2022,2,4.35,Bronx,Queens,13.44,2.59,16.03,Cash,101
294,02-01-2022,02-01-2022,4,13.49,Bronx,Queens,43.68,12.17,55.85,Credit Card,194
295,02-01-2022,02-01-2022,3,2,Brooklyn,Staten Island,5.06,0.29,5.35,Credit Card,165
296,02-01-2022,02-01-2022,1,10.02,Brooklyn,Staten Island,28.21,7.06,35.27,Credit Card,148
297,02-01-2022,02-01-2022,2,13.65,Staten Island,Queens,37.78,5.58,43.36,Credit Card,188
298,02-01-2022,02-01-2022,4,2.95,Brooklyn,Staten Island,10.18,2.4,12.58,Cash,118
299,02-01-2022,02-01-2022,4,14.54,Brooklyn,Brooklyn,39.04,11.21,50.25,Credit Card,127
300,02-01-2022,02-01-2022,3,7.07,Brooklyn,Brooklyn,22.67,2.87,25.54,Credit Card,169
301,02-01-2022,02-01-2022,4,14.21,Brooklyn,Staten Island,36.13,2.62,38.75,Credit Card,138
302,02-01-2022,02-01-2022,3,10.31,Manhattan,Manhattan,27.81,3.01,30.82,Credit Card,118
303,02-01-2022,02-01-2022,3,4.87,Staten Island,Queens,13.82,1.46,15.28,Credit Card,163
304,02-01-2022,02-01-2022,2,3.23,Brooklyn,Brooklyn,10.64,2.51,13.15,Cash,157
305,02-01-2022,02-01-2022,2,4.9,Staten Island,Staten Island,16.12,1.06,17.18,Cash,116
306,02-01-2022,02-01-2022,1,1.85,Queens,Staten Island,6.39,0.4,6.79,Cash,169
307,02-01-2022,02-01-2022,2,2.59,Manhattan,Brooklyn,8.85,1.98,10.83,Credit Card,178
308,02-01-2022,02-01-2022,2,2.02,Brooklyn,Brooklyn,5.21,0.99,6.2,Credit Card,185
309,02-01-2022,02-01-2022,3,6.63,Manhattan,Manhattan,22.08,3.41,25.49,Cash,140
310,02-01-2022,02-01-2022,2,12.04,Manhattan,Staten Island,35.53,6.89,42.42,Cash,197
311,02-01-2022,02-01-2022,3,2.55,Queens,Staten Island,8.58,2.01,10.59,Credit Card,104
312,02-01-2022,02-01-2022,3,2.39,Staten Island,Bronx,6.19,0.47,6.66,Credit Card,122
313,02-01-2022,02-01-2022,2,9.83,Manhattan,Manhattan,32.66,6.15,38.81,Cash,168
314,02-01-2022,02-01-2022,1,3.36,Bronx,Brooklyn,8.94,2.29,11.23,Credit Card,109
315,02-01-2022,02-01-2022,1,1.92,Queens,Brooklyn,5.44,0.76,6.2,Credit Card,167
316,02-01-2022,02-01-2022,4,2.92,Bronx,Queens,7.38,1.78,9.16,Cash,111
317,02-01-2022,02-01-2022,4,13.89,Queens,Brooklyn,36.44,9.52,45.96,Credit Card,109
318,02-01-2022,02-01-2022,2,12.41,Bronx,Staten Island,36.56,9.33,45.89,Credit Card,159
319,02-01-2022,02-01-2022,1,5.63,Bronx,Brooklyn,18.68,3.97,22.65,Credit Card,129
320,02-01-2022,02-01-2022,3,10.01,Manhattan,Staten Island,32.77,7.52,40.29,Cash,123
321,02-01-2022,02-01-2022,4,8.29,Manhattan,Staten Island,22.68,5.6,28.28,Credit Card,168
322,02-01-2022,02-01-2022,3,10.32,Queens,Manhattan,27.37,6.39,33.76,Credit Card,112
323,02-01-2022,02-01-2022,4,10.4,Staten Island,Brooklyn,30.05,4.9,34.95,Cash,199
324,02-01-2022,02-01-2022,2,9.62,Manhattan,Manhattan,32.55,2.92,35.47,Credit Card,108
325,02-01-2022,02-01-2022,1,4.36,Manhattan,Staten Island,11.3,1.44,12.74,Credit Card,117
326,02-01-2022,02-01-2022,4,1.07,Brooklyn,Brooklyn,3.26,0.33,3.59,Credit Card,134
327,02-01-2022,02-01-2022,1,7.11,Manhattan,Brooklyn,18.41,2.58,20.99,Cash,194
328,02-01-2022,02-01-2022,3,13.42,Staten Island,Manhattan,39.86,6.87,46.73,Cash,187
329,02-01-2022,02-01-2022,2,8.76,Brooklyn,Manhattan,23.01,6.67,29.68,Credit Card,103
330,02-01-2022,02-01-2022,1,12.57,Bronx,Staten Island,32.43,9.4,41.83,Cash,140
331,02-01-2022,02-01-2022,2,14.88,Bronx,Staten Island,40.04,9.71,49.75,Cash,125
332,02-01-2022,02-01-2022,1,2.87,Brooklyn,Brooklyn,7.91,2.33,10.24,Cash,143
333,02-01-2022,02-01-2022,3,10.53,Brooklyn,Brooklyn,29.23,8.75,37.98,Cash,141
334,02-01-2022,02-01-2022,3,10.28,Brooklyn,Bronx,32.33,8.77,41.1,Cash,109
335,02-01-2022,02-01-2022,2,14.71,Queens,Bronx,37.58,2.63,40.21,Cash,172
336,02-01-2022,02-01-2022,3,14.79,Staten Island,Queens,38.17,5.97,44.14,Cash,100
337,02-01-2022,02-01-2022,4,10.46,Staten Island,Staten Island,28.12,5.16,33.28,Cash,153
338,02-01-2022,02-01-2022,1,4.03,Bronx,Queens,13.59,1.1,14.69,Cash,115
339,02-01-2022,02-01-2022,3,12.08,Bronx,Queens,37.79,9.53,47.32,Credit Card,145
340,02-01-2022,02-01-2022,4,2.05,Bronx,Manhattan,6.62,0.58,7.2,Cash,112
341,02-01-2022,02-01-2022,2,11.82,Manhattan,Manhattan,33.93,4.95,38.88,Cash,163
342,02-01-2022,02-01-2022,4,13.7,Bronx,Bronx,37.17,2.5,39.67,Credit Card,177
343,02-01-2022,02-01-2022,2,6.05,Brooklyn,Queens,15.35,2.78,18.13,Credit Card,186
344,02-01-2022,02-01-2022,2,9.64,Bronx,Bronx,28.81,5.74,34.55,Credit Card,154
345,02-01-2022,02-01-2022,1,6.74,Brooklyn,Staten Island,20.72,4.84,25.56,Credit Card,162
346,02-01-2022,02-01-2022,1,6.85,Queens,Brooklyn,23.27,3.14,26.41,Cash,117
347,02-01-2022,02-01-2022,4,5,Manhattan,Manhattan,16.91,3.34,20.25,Cash,160
348,02-01-2022,02-01-2022,1,11.55,Manhattan,Staten Island,33.78,7.89,41.67,Cash,191
349,02-01-2022,02-01-2022,1,14.07,Staten Island,Staten Island,41.13,9.89,51.02,Credit Card,119
350,02-01-2022,02-01-2022,1,14.14,Queens,Manhattan,37.63,4.72,42.35,Cash,164
351,02-01-2022,02-01-2022,4,3.03,Brooklyn,Manhattan,8.36,0.56,8.92,Cash,163
352,02-01-2022,02-01-2022,3,13.18,Queens,Queens,45.15,2.68,47.83,Credit Card,175
353,02-01-2022,02-01-2022,1,11.19,Manhattan,Bronx,29.55,7.15,36.7,Credit Card,190
354,02-01-2022,02-01-2022,1,4.17,Brooklyn,Staten Island,14.46,2.12,16.58,Credit Card,163
355,02-01-2022,02-01-2022,4,1.48,Queens,Queens,4.45,0.37,4.82,Credit Card,112
356,02-01-2022,02-01-2022,3,4.39,Manhattan,Queens,12.98,1.25,14.23,Credit Card,167
357,02-01-2022,02-01-2022,1,13.73,Brooklyn,Staten Island,36.72,8.87,45.59,Cash,188
358,02-01-2022,02-01-2022,2,9.68,Brooklyn,Staten Island,30.6,6.11,36.71,Credit Card,169
359,02-01-2022,02-01-2022,4,10.96,Manhattan,Brooklyn,32.44,5.69,38.13,Credit Card,156
360,02-01-2022,02-01-2022,1,4.23,Brooklyn,Bronx,12.14,2.5,14.64,Cash,144
361,02-01-2022,02-01-2022,1,10.93,Manhattan,Staten Island,30.22,2.55,32.77,Cash,185
362,02-01-2022,02-01-2022,2,0.91,Bronx,Manhattan,2.34,0.3,2.64,Cash,137
363,02-01-2022,02-01-2022,2,5.94,Bronx,Brooklyn,17.93,2.57,20.5,Credit Card,153
364,02-01-2022,02-01-2022,4,9.59,Brooklyn,Bronx,26.98,3.47,30.45,Credit Card,135
365,02-01-2022,02-01-2022,4,2.62,Brooklyn,Manhattan,8.4,2.24,10.64,Cash,166
366,02-01-2022,02-01-2022,2,12.43,Manhattan,Manhattan,40.07,7.83,47.9,Cash,178
367,02-01-2022,02-01-2022,4,3.91,Brooklyn,Bronx,11.07,2.57,13.64,Credit Card,110
368,02-01-2022,02-01-2022,2,9.96,Staten Island,Brooklyn,31.56,3.45,35.01,Cash,197
369,02-01-2022,02-01-2022,1,6.38,Bronx,Manhattan,17.6,2.04,19.64,Cash,126
370,02-01-2022,02-01-2022,2,9.14,Brooklyn,Queens,29.5,3.14,32.64,Cash,186
371,02-01-2022,02-01-2022,2,2.06,Brooklyn,Bronx,5.18,1.15,6.33,Cash,116
372,02-01-2022,02-01-2022,3,0.75,Queens,Bronx,1.99,0.27,2.26,Credit Card,186
373,02-01-2022,02-01-2022,2,13.69,Brooklyn,Staten Island,37.58,5.68,43.26,Credit Card,197
374,02-01-2022,02-01-2022,2,4.41,Staten Island,Brooklyn,14.43,3.28,17.71,Credit Card,184
375,02-01-2022,02-01-2022,3,12.39,Bronx,Queens,31.8,9.32,41.12,Cash,132
376,02-01-2022,02-01-2022,4,14.99,Queens,Queens,40.29,3.64,43.93,Credit Card,104
377,02-01-2022,02-01-2022,3,3.57,Manhattan,Staten Island,10.21,0.67,10.88,Credit Card,180
378,02-01-2022,02-01-2022,1,4.34,Manhattan,Manhattan,10.89,1.07,11.96,Cash,161
379,02-01-2022,02-01-2022,3,10.11,Bronx,Manhattan,32.98,7.71,40.69,Cash,164
380,02-01-2022,02-01-2022,1,14.5,Manhattan,Queens,44.37,4.38,48.75,Credit Card,170
381,02-01-2022,02-01-2022,4,13.78,Staten Island,Brooklyn,46.86,9.19,56.05,Cash,166
382,02-01-2022,02-01-2022,3,7.79,Brooklyn,Manhattan,19.72,3.9,23.62,Cash,189
383,02-01-2022,02-01-2022,3,12.03,Bronx,Bronx,33.34,4.12,37.46,Credit Card,179
384,02-01-2022,02-01-2022,4,2.47,Queens,Staten Island,7.98,0.54,8.52,Credit Card,179
385,02-01-2022,02-01-2022,1,14.67,Brooklyn,Brooklyn,46.58,6.98,53.56,Credit Card,143
386,02-01-2022,02-01-2022,3,14.48,Manhattan,Manhattan,39.72,3.84,43.56,Cash,113
387,02-01-2022,02-01-2022,1,2.87,Manhattan,Queens,8.88,0.85,9.73,Cash,189
388,02-01-2022,02-01-2022,3,4.84,Queens,Staten Island,15.94,2.88,18.82,Cash,190
389,02-01-2022,02-01-2022,2,1.95,Staten Island,Manhattan,4.94,1.08,6.02,Cash,156
390,02-01-2022,02-01-2022,3,4.44,Queens,Queens,14.29,0.98,15.27,Cash,147
391,02-01-2022,02-01-2022,4,12.33,Bronx,Manhattan,33.93,6.6,40.53,Cash,116
392,02-01-2022,02-01-2022,4,5.99,Queens,Staten Island,20.65,2.3,22.95,Credit Card,143
393,02-01-2022,02-01-2022,1,1.78,Manhattan,Bronx,5.41,1.18,6.59,Credit Card,103
394,02-01-2022,02-01-2022,3,5.46,Staten Island,Bronx,13.83,3.49,17.32,Cash,180
395,02-01-2022,02-01-2022,1,14.73,Staten Island,Queens,42.77,10.77,53.54,Credit Card,196
396,02-01-2022,02-01-2022,1,9.63,Queens,Bronx,33.38,4.76,38.14,Credit Card,129
397,02-01-2022,02-01-2022,2,6.53,Bronx,Staten Island,21.09,4.05,25.14,Credit Card,184
398,02-01-2022,02-01-2022,2,2.91,Manhattan,Queens,8.15,2.02,10.17,Cash,180
399,02-01-2022,02-01-2022,4,14.8,Brooklyn,Manhattan,45.51,2.97,48.48,Credit Card,174
400,02-01-2022,02-01-2022,1,12.4,Staten Island,Brooklyn,38.43,7.74,46.17,Credit Card,154
401,02-01-2022,02-01-2022,4,4.58,Queens,Manhattan,11.56,3,14.56,Cash,129
402,02-01-2022,02-01-2022,3,1.52,Bronx,Staten Island,4.07,0.58,4.65,Cash,117
403,02-01-2022,02-01-2022,1,1.32,Bronx,Queens,4.03,0.66,4.69,Cash,183
404,02-01-2022,02-01-2022,1,2.25,Manhattan,Manhattan,6.53,1.47,8,Credit Card,197
405,02-01-2022,02-01-2022,3,8.92,Staten Island,Queens,24,1.61,25.61,Credit Card,191
406,02-01-2022,02-01-2022,3,13.97,Manhattan,Bronx,45.72,6.69,52.41,Credit Card,172
407,02-01-2022,02-01-2022,4,7.7,Brooklyn,Brooklyn,23.02,2.85,25.87,Cash,143
408,02-01-2022,02-01-2022,4,12.72,Brooklyn,Staten Island,35.74,1.94,37.68,Cash,161
409,02-01-2022,02-01-2022,3,6.97,Brooklyn,Manhattan,18.55,1.84,20.39,Cash,130
410,02-01-2022,02-01-2022,4,10.77,Bronx,Brooklyn,33.51,4.99,38.5,Credit Card,115
411,02-01-2022,02-01-2022,3,11.11,Staten Island,Staten Island,35.18,3.5,38.68,Credit Card,194
412,02-01-2022,02-01-2022,1,3.02,Manhattan,Staten Island,9.57,1.92,11.49,Credit Card,192
413,02-01-2022,02-01-2022,1,5.74,Manhattan,Bronx,15.61,2.53,18.14,Cash,176
414,02-01-2022,02-01-2022,2,9.74,Brooklyn,Queens,30.15,1.81,31.96,Cash,122
415,02-01-2022,02-01-2022,1,1.53,Staten Island,Queens,5.21,0.62,5.83,Credit Card,113
416,02-01-2022,02-01-2022,3,5.74,Staten Island,Brooklyn,16.38,0.9,17.28,Credit Card,101
417,02-01-2022,02-01-2022,4,8.25,Queens,Bronx,22.36,3.12,25.48,Credit Card,111
418,02-01-2022,02-01-2022,2,14.95,Staten Island,Staten Island,48.92,5.61,54.53,Cash,157
419,02-01-2022,02-01-2022,4,7.38,Staten Island,Bronx,19.76,4.39,24.15,Credit Card,191
420,02-01-2022,02-01-2022,3,12.33,Manhattan,Bronx,33.95,4.31,38.26,Cash,195
421,02-01-2022,02-01-2022,1,6.76,Staten Island,Brooklyn,17.58,2.53,20.11,Credit Card,155
422,02-01-2022,02-01-2022,2,12.05,Staten Island,Queens,33.35,7.71,41.06,Credit Card,123
423,02-01-2022,02-01-2022,3,9.13,Manhattan,Bronx,26.57,4.52,31.09,Credit Card,136
424,02-01-2022,02-01-2022,2,13.36,Staten Island,Bronx,34.26,6.48,40.74,Credit Card,128
425,02-01-2022,02-01-2022,2,6.46,Manhattan,Bronx,21.78,5.67,27.45,Credit Card,141
426,02-01-2022,02-01-2022,1,9.26,Queens,Manhattan,27.91,2.84,30.75,Credit Card,117
427,02-01-2022,02-01-2022,3,9.64,Bronx,Bronx,29.77,8.85,38.62,Credit Card,102
428,02-01-2022,02-01-2022,4,6.55,Manhattan,Bronx,18.81,5.17,23.98,Credit Card,176
429,02-01-2022,02-01-2022,2,2.59,Manhattan,Staten Island,8.21,1,9.21,Credit Card,112
430,02-01-2022,02-01-2022,2,1.86,Staten Island,Manhattan,5.45,1.49,6.94,Credit Card,128
431,02-01-2022,02-01-2022,4,0.74,Manhattan,Bronx,2.41,0.57,2.98,Cash,165
432,02-01-2022,02-01-2022,3,13.17,Brooklyn,Bronx,43.74,12.36,56.1,Cash,158
433,02-01-2022,02-01-2022,2,3.93,Brooklyn,Brooklyn,12.47,2.78,15.25,Credit Card,191
434,02-01-2022,02-01-2022,2,3.57,Queens,Brooklyn,10.68,2.33,13.01,Credit Card,147
435,02-01-2022,02-01-2022,2,11.17,Manhattan,Manhattan,36.66,1.86,38.52,Cash,103
436,02-01-2022,02-01-2022,3,5.14,Staten Island,Staten Island,15.39,2.6,17.99,Cash,150
437,02-01-2022,02-01-2022,3,7.84,Staten Island,Manhattan,20.47,2.05,22.52,Cash,104
438,02-01-2022,02-01-2022,4,2.86,Bronx,Manhattan,7.48,0.98,8.46,Credit Card,138
439,02-01-2022,02-01-2022,3,14.42,Queens,Brooklyn,49.73,14.66,64.39,Credit Card,140
440,02-01-2022,02-01-2022,3,12.85,Staten Island,Brooklyn,34.87,2.49,37.36,Credit Card,104
441,02-01-2022,02-01-2022,1,13.02,Bronx,Staten Island,43.17,9.96,53.13,Credit Card,107
442,02-01-2022,02-01-2022,4,6.4,Staten Island,Bronx,17.58,1.64,19.22,Cash,197
443,02-01-2022,02-01-2022,2,11.55,Bronx,Staten Island,33.85,1.76,35.61,Cash,155
444,02-01-2022,02-01-2022,3,2.59,Brooklyn,Bronx,8.17,1.43,9.6,Cash,124
445,02-01-2022,02-01-2022,2,0.62,Brooklyn,Queens,1.65,0.15,1.8,Cash,190
446,02-01-2022,02-01-2022,2,0.79,Staten Island,Brooklyn,2.56,0.75,3.31,Credit Card,151
447,02-01-2022,02-01-2022,1,9.01,Queens,Queens,28.74,2.9,31.64,Cash,151
448,02-01-2022,02-01-2022,3,7.1,Manhattan,Queens,21.61,2.12,23.73,Cash,106
449,02-01-2022,02-01-2022,4,8.01,Queens,Brooklyn,24.56,1.43,25.99,Credit Card,160
450,02-01-2022,02-01-2022,3,0.61,Queens,Queens,1.59,0.21,1.8,Credit Card,199
451,02-01-2022,02-01-2022,2,6.63,Manhattan,Manhattan,19.47,1.09,20.56,Credit Card,195
452,02-01-2022,02-01-2022,4,10.91,Brooklyn,Bronx,28.22,4.93,33.15,Cash,184
453,02-01-2022,02-01-2022,3,6.92,Brooklyn,Staten Island,19.43,3.43,22.86,Cash,146
454,02-01-2022,02-01-2022,2,11.12,Manhattan,Brooklyn,37.81,2.39,40.2,Credit Card,181
455,02-01-2022,02-01-2022,2,3.88,Bronx,Manhattan,11.93,1.31,13.24,Credit Card,165
456,02-01-2022,02-01-2022,1,12.29,Queens,Staten Island,39.85,10.28,50.13,Credit Card,158
457,02-01-2022,02-01-2022,1,9.03,Staten Island,Staten Island,27.76,4.6,32.36,Credit Card,104
458,02-01-2022,02-01-2022,1,3.56,Brooklyn,Staten Island,9.59,1.52,11.11,Cash,143
459,02-01-2022,02-01-2022,2,3.93,Staten Island,Queens,12.16,2.73,14.89,Credit Card,141
460,02-01-2022,02-01-2022,3,9.61,Manhattan,Queens,31.28,7.15,38.43,Cash,160
461,02-01-2022,02-01-2022,1,12.53,Staten Island,Queens,33.06,7.95,41.01,Credit Card,162
462,02-01-2022,02-01-2022,3,6.53,Staten Island,Queens,21.66,5.58,27.24,Credit Card,149
463,02-01-2022,02-01-2022,1,4.25,Queens,Manhattan,12.99,1.4,14.39,Cash,137
464,02-01-2022,02-01-2022,4,13.07,Manhattan,Queens,32.73,2.18,34.91,Credit Card,191
465,02-01-2022,02-01-2022,4,10.2,Staten Island,Brooklyn,30.8,4.47,35.27,Credit Card,194
466,02-01-2022,02-01-2022,1,7,Brooklyn,Staten Island,20.27,5.35,25.62,Credit Card,153
467,02-01-2022,02-01-2022,2,7.57,Manhattan,Manhattan,21.17,1.47,22.64,Cash,143
468,02-01-2022,02-01-2022,1,3.46,Brooklyn,Queens,11.32,2.2,13.52,Cash,123
469,02-01-2022,02-01-2022,1,9.59,Bronx,Staten Island,32.6,7.34,39.94,Credit Card,162
470,02-01-2022,02-01-2022,2,5.7,Staten Island,Manhattan,18.6,3.17,21.77,Credit Card,196
471,02-01-2022,02-01-2022,4,14.94,Manhattan,Staten Island,50,5.69,55.69,Cash,138
472,02-01-2022,02-01-2022,3,7.46,Brooklyn,Manhattan,25.43,3.35,28.78,Cash,111
473,02-01-2022,02-01-2022,1,7.55,Staten Island,Bronx,25.77,1.75,27.52,Cash,162
474,02-01-2022,02-01-2022,2,8.7,Queens,Manhattan,22.75,2.8,25.55,Credit Card,108
475,02-01-2022,02-01-2022,1,13.79,Brooklyn,Queens,40.77,2.49,43.26,Credit Card,178
476,02-01-2022,02-01-2022,2,12.11,Brooklyn,Staten Island,30.28,7.01,37.29,Credit Card,186
477,02-01-2022,02-01-2022,3,7.04,Bronx,Staten Island,21.17,5.81,26.98,Credit Card,121
478,02-01-2022,02-01-2022,3,10.92,Queens,Staten Island,37.39,7.79,45.18,Cash,135
479,02-01-2022,02-01-2022,4,9,Bronx,Brooklyn,24.29,5.2,29.49,Cash,173
480,02-01-2022,02-01-2022,2,7.64,Queens,Brooklyn,23.99,4.03,28.02,Cash,127
481,02-01-2022,02-01-2022,2,3.29,Brooklyn,Queens,10.35,0.92,11.27,Credit Card,155
482,02-01-2022,02-01-2022,4,7.23,Bronx,Bronx,19.23,1,20.23,Cash,198
483,02-01-2022,02-01-2022,4,4.06,Staten Island,Brooklyn,11.12,1.51,12.63,Credit Card,128
484,02-01-2022,02-01-2022,2,13.77,Queens,Manhattan,40.79,9.7,50.49,Cash,104
485,02-01-2022,02-01-2022,4,5.36,Brooklyn,Queens,14.41,4.18,18.59,Credit Card,103
486,02-01-2022,02-01-2022,3,14.31,Manhattan,Bronx,44.15,6.97,51.12,Credit Card,150
487,02-01-2022,02-01-2022,1,8.23,Queens,Manhattan,24.56,3.47,28.03,Cash,114
488,02-01-2022,02-01-2022,3,9.66,Queens,Staten Island,29.17,4.71,33.88,Cash,193
489,02-01-2022,02-01-2022,4,8.37,Staten Island,Brooklyn,22.05,3.46,25.51,Cash,159
490,02-01-2022,02-01-2022,2,2.38,Queens,Manhattan,7.18,1.48,8.66,Cash,125
491,02-01-2022,02-01-2022,2,5.95,Queens,Bronx,15.17,3.54,18.71,Cash,122
492,02-01-2022,02-01-2022,3,1.94,Staten Island,Queens,6.56,1.62,8.18,Cash,128
493,02-01-2022,02-01-2022,2,9.53,Staten Island,Manhattan,27.1,5.76,32.86,Credit Card,185
494,02-01-2022,02-01-2022,4,6.98,Bronx,Queens,23.43,3.74,27.17,Cash,198
495,02-01-2022,02-01-2022,3,11.78,Brooklyn,Staten Island,37.72,10.85,48.57,Credit Card,156
496,02-01-2022,02-01-2022,2,3.7,Brooklyn,Bronx,12.08,2.75,14.83,Credit Card,161
497,02-01-2022,02-01-2022,1,2.89,Bronx,Bronx,8.13,1.27,9.4,Credit Card,158
498,02-01-2022,02-01-2022,1,6.39,Brooklyn,Brooklyn,17.43,2.82,20.25,Cash,147
499,02-01-2022,02-01-2022,4,13.94,Queens,Bronx,40.52,10.31,50.83,Cash,181
500,02-01-2022,02-01-2022,2,10.8,Bronx,Manhattan,27.26,4.37,31.63,Cash,134
501,02-01-2022,02-01-2022,4,6.57,Bronx,Manhattan,22.46,4.02,26.48,Cash,145
502,02-01-2022,02-01-2022,3,8,Brooklyn,Manhattan,23.1,2.84,25.94,Cash,132
503,02-01-2022,02-01-2022,1,1.72,Manhattan,Staten Island,6,1.56,7.56,Cash,170
504,02-01-2022,02-01-2022,3,14.78,Brooklyn,Bronx,48.2,8.7,56.9,Credit Card,197
505,02-01-2022,02-01-2022,2,10.16,Manhattan,Bronx,26.22,4.93,31.15,Credit Card,109
506,02-01-2022,02-01-2022,4,4.64,Bronx,Manhattan,14.66,3.96,18.62,Credit Card,187
507,02-01-2022,02-01-2022,4,8.99,Manhattan,Brooklyn,24.91,6.98,31.89,Credit Card,188
508,02-01-2022,02-01-2022,4,2.09,Queens,Brooklyn,5.73,1.47,7.2,Credit Card,147
509,02-01-2022,02-01-2022,3,14.5,Staten Island,Bronx,39.97,2.65,42.62,Cash,143
510,02-01-2022,02-01-2022,1,3.03,Manhattan,Bronx,10.35,1.67,12.02,Cash,190
511,02-01-2022,02-01-2022,3,9.9,Staten Island,Queens,29.7,4.03,33.73,Credit Card,169
512,02-01-2022,02-01-2022,3,4.06,Queens,Bronx,12.87,1.33,14.2,Credit Card,162
513,02-01-2022,02-01-2022,2,10.9,Staten Island,Manhattan,30.31,8.4,38.71,Credit Card,148
514,02-01-2022,02-01-2022,2,11.76,Queens,Staten Island,35.55,9.69,45.24,Cash,171
515,02-01-2022,02-01-2022,2,10.26,Staten Island,Bronx,29.24,4.86,34.1,Cash,184
516,02-01-2022,02-01-2022,1,9.41,Staten Island,Bronx,26.55,2.22,28.77,Cash,140
517,02-01-2022,02-01-2022,1,13.44,Brooklyn,Manhattan,36.92,1.97,38.89,Cash,182
518,02-01-2022,02-01-2022,2,1.64,Manhattan,Queens,4.77,0.76,5.53,Cash,197
519,02-01-2022,02-01-2022,2,5.3,Staten Island,Bronx,16.75,1,17.75,Cash,138
520,02-01-2022,02-01-2022,1,4.1,Bronx,Brooklyn,11.16,2.26,13.42,Cash,122
521,02-01-2022,02-01-2022,4,14.83,Brooklyn,Brooklyn,51.39,10.39,61.78,Credit Card,112
522,02-01-2022,02-01-2022,1,6.15,Manhattan,Brooklyn,16.14,4.43,20.57,Credit Card,152
523,02-01-2022,02-01-2022,1,11.12,Brooklyn,Staten Island,33.14,3.23,36.37,Cash,191
524,02-01-2022,02-01-2022,1,10.43,Manhattan,Staten Island,26.96,3.85,30.81,Credit Card,169
525,02-01-2022,02-01-2022,2,3.58,Queens,Bronx,9.03,2.39,11.42,Cash,156
526,02-01-2022,02-01-2022,4,3.97,Staten Island,Bronx,13.59,2.29,15.88,Credit Card,175
527,02-01-2022,02-01-2022,1,4.58,Bronx,Bronx,15.16,0.98,16.14,Cash,166
528,02-01-2022,02-01-2022,2,6.46,Brooklyn,Staten Island,20.63,1.6,22.23,Cash,147
529,02-01-2022,02-01-2022,3,3.9,Brooklyn,Bronx,13.12,3.32,16.44,Credit Card,119
530,02-01-2022,02-01-2022,3,0.78,Brooklyn,Manhattan,2.58,0.61,3.19,Cash,161
531,02-01-2022,02-01-2022,1,13.25,Brooklyn,Queens,41.7,11.22,52.92,Credit Card,144
